Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
274,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,spinosissimus,"Peters, 1852",,,,,Acomys selousi  ,"Spiny Mouse, Southern African Spiny Mouse",,,LC,,3.1,2008,stable,N
275,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,subspinosus,"(Waterhouse, 1838)",,,,,"",Cape Spiny Mouse,,,LC,,3.1,2008,stable,N
276,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,wilsoni,"Thomas, 1892",,,,,"",Wilson's Spiny Mouse,,,LC,,3.1,2008,stable,N
278,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,OCTODONTIDAE,Aconaemys,fuscus,"(Waterhouse, 1842)",,,,,"",Chilean Rock Rat,,,LC,,3.1,2013,unknown,N
136331,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,OCTODONTIDAE,Aconaemys,porteri,"Thomas, 1917",,,,,"",Porter's Rock Rat,,,DD,,3.1,2008,unknown,N
279,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,OCTODONTIDAE,Aconaemys,sagei,"Pearson, 1984",,,,,"",Sage's Rock Rat,,,DD,,3.1,2013,unknown,N
40584,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,ACROBATIDAE,Acrobates,pygmaeus,"(Shaw, 1794)",,,,,"","Feathertail Glider, Feather-tailed Glider, Pygmy Gliding Possum",,,LC,,3.1,2008,stable,N
512,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Addax,nasomaculatus,"(de Blainville, 1816)",,,,,"",Addax,Antilope Blanche,,CR,A2cd; C1+2a(ii),3.1,2008,decreasing,N
15595,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aegialomys,galapagoensis,"(Waterhouse, 1839)",,,,,Oryzomys bauri  |Oryzomys galapagoensis  ,"Galapagos Rice Rat, Galapagos Oryzomys",,,VU,D2,3.1,2008,unknown,N
15616,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aegialomys,xanthaeolus,"(Thomas, 1894)",,,,,Oryzomys xanthaeolus  |Oryzomys xantheolus  ,"Yellowish Rice Rat, Yellowish Oryzomys",,,LC,,3.1,2008,stable,N
548,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aepeomys,lugens,"(Thomas, 1896)",,,,,"","Olive Montane Mouse, Mérida Aepeomys",,,LC,,3.1,2008,unknown,N
136484,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aepeomys,reigi,"Ochoa G., Aguilera, Pacheco & Soriano, 2001",,,,,"","Reig's Aepeomys, Reig's Montane Mouse",,,VU,B1ab(iii),3.1,2008,decreasing,N
550,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Aepyceros,melampus,"(Lichtenstein, 1812)",,,,,"","Impala, Common Impala, Black-faced Impala",,,LC,,3.1,2008,stable,N
40558,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,POTOROIDAE,Aepyprymnus,rufescens,"(Gray, 1837)",,,,,"","Rufous Bettong, Rufous Rat-kangaroo",Kangourou-rat Roussâtre,,LC,,3.1,2008,unknown,N
555,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Aeretes,melanopterus,"(Milne-Edwards, 1867)",,,,,"","Northern Chinese Flying Squirrel, North Chinese Flying Squirrel, Groove-toothed Flying Squirrel",,,NT,,3.1,2008,decreasing,N
556,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Aeromys,tephromelas,"(Günther, 1873)",,,,,"","Black Flying Squirrel, Large Black Flying Squirrel",,,DD,,3.1,2008,unknown,N
557,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Aeromys,thomasi,"(Hose, 1900)",,,,,"",Thomas's Flying Squirrel,,,DD,,3.1,2008,unknown,N
136541,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Aethalops,aequalis,"G.M. Allen, 1938",,,,,"",Borneo Fruit Bat,,,LC,,3.1,2008,unknown,N
565,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Aethalops,alecto,"(Thomas, 1923)",,,,,"",Pygmy Fruit Bat,,,LC,,3.1,2008,unknown,N
568,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,bocagei,"(Thomas, 1904)",,,,,"","Bocage's Rock Rat, Bocage's Aethomys",,,LC,,3.1,2008,unknown,N
569,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,chrysophilus,"(de Winton, 1897)",,,,,"","Red Rock Rat, Red Veld Aethomys",,,LC,,3.1,2008,unknown,N
570,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,granti,"(Wroughton, 1908)",,,,,Micaelamys granti  ,"Grant's Rock Rat, Grant's Rock Mouse, Grant's Aethomys",,,LC,,3.1,2008,unknown,N
571,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,hindei,"(Thomas, 1902)",,,,,"","Hinde's Rock Rat, Hinde's Aethomys",,,LC,,3.1,2008,unknown,N
44990,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,ineptus,"(Thomas & Wroughton, 1908)",,,,,"","Tete Veld Aethomys, Tete Veld Rock Rat",,,LC,,3.1,2008,unknown,N
572,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,kaiseri,"(Noack, 1887)",,,,,"","Kaiser's Rock Rat, Kaiser's Aethomys",,,LC,,3.1,2008,unknown,N
573,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,namaquensis,"(A. Smith, 1834)",,,,,Micaelamys namaquensis  ,"Namaqua Rock Rat, Namaqua Aethomys",,,LC,,3.1,2008,stable,N
574,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,nyikae,"(Thomas, 1897)",,,,,"","Nyika Rock Rat, Nyika Aethomys",,,LC,,3.1,2008,unknown,N
567,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,silindensis,"Roberts, 1938",,,,,"","Selinda Veld Rat, Seilinda Aethomys, Silinda Rock Rat",,,DD,,3.1,2008,unknown,N
575,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,stannarius,"(Thomas, 1913)",,,,,"","Tinfields Rock Rat, West African Aethomys",,,DD,,3.1,2008,unknown,N
576,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,thomasi,"(de Winton, 1897)",,,,,"","Thomas's Rock Rat, Thomas's Aethomys",,,LC,,3.1,2008,unknown,N
712,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,URSIDAE,Ailuropoda,melanoleuca,"(David, 1869)",,,,,"",Giant Panda,"Panda géant, Panda",Panda Gigante,EN,C2a(i),3.1,2008,decreasing,N
136218,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PHALANGERIDAE,Ailurops,melanotis,"(Thomas, 1898)",,,,,"",Talaud Bear Cuscus,,,CR,"B1ab(iii,v)",3.1,2008,decreasing,N
40637,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PHALANGERIDAE,Ailurops,ursinus,"(Temminck, 1824)",,,,,Phalanger ursinus  ,"Bear Cuscus, Sulawesi Bear Cuscus, Bear Phalanger, Sulawesi Bear Phalanger",Grand Couscous De Célèbes,,VU,A4bcd,3.1,2008,decreasing,N
714,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,AILURIDAE,Ailurus,fulgens,"F.G. Cuvier, 1825",,,,,Ailurus styani,"Red Panda, Lesser Panda, Red Cat-bear","Panda roux, Panda éclatant, Petit panda","Panda Chico, Panda Rojo",EN,A2cde+3cde+4cde,3.1,2015,decreasing,N
723,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,aerosus,"Thomas, 1913",,,,,"","Highland Grass Mouse, Yungas Akodont",,,LC,,3.1,2008,stable,N
724,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,affinis,"(J.A. Allen, 1912)",,,,,Akodon tolimae  ,"Colombian Grass Mouse, Cordillera Occidental Akodont",,,LC,,3.1,2008,stable,N
725,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,albiventer,"Thomas, 1897",,,,,"","White-bellied Grass Mouse, White-bellied Akodont",,,LC,,3.1,2008,stable,N
136432,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,aliquantulus,"Díaz, Barquez, Braun & Mares, 1999",,,,,"","Diminutive Akodont, Diminutive Grass Mouse",,,DD,,3.1,2008,unknown,N
726,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,azarae,"(Fischer, 1829)",,,,,"","Azara's Grass Mouse, Azara's Akodont",,,LC,,3.1,2008,stable,N
727,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,bogotensis,"Thomas, 1895",,,,,"","Bogota Grass Mouse, Bogotá Akodont",,,LC,,3.1,2008,stable,N
728,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,boliviensis,"Meyen, 1833",,,,,"","Bolivian Grass Mouse, Bolivian Akodont",,,LC,,3.1,2008,stable,N
729,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,budini,"(Thomas, 1918)",,,,,"","Budin's Grass Mouse, Budin's Akodont",,,LC,,3.1,2008,stable,N
730,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,cursor,"(Winge, 1887)",,,,,"","Cursor Grass Mouse, Cusorial Akodont",,,LC,,3.1,2008,unknown,N
731,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,dayi,"Osgood, 1916",,,,,"","Day's Grass Mouse, Dusky Akodont",,,LC,,3.1,2008,stable,N
732,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,dolores,"Thomas, 1916",,,,,"","Córdoba Akodont, Dolorous Grass Mouse",,,LC,,3.1,2008,stable,N
733,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,fumeus,"Thomas, 1902",,,,,"","Smoky Grass Mouse, Smoky Akodont",,,LC,,3.1,2008,stable,N
736,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,iniscatus,"Thomas, 1919",,,,,"","Intelligent Grass Mouse, Patagonian Akodont",,,LC,,3.1,2008,stable,N
737,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,juninensis,"Myers, Patton & Smith, 1990",,,,,"","Junin Grass Mouse, Junín Akodont",,,LC,,3.1,2008,stable,N
739,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,kofordi,"Myers & Patton, 1989",,,,,"","Koford's Grass Mouse, Koford's Akodont",,,LC,,3.1,2008,unknown,N
741,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,latebricola,"(Anthony, 1924)",,,,,Microxus latebricola  ,"Ecuadorean Grass Mouse, Ecuadorean Akodont",,,VU,B1ab(iii),3.1,2008,decreasing,N
136729,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,leucolimnaeus,"Cabrera, 1926",,,,,"","Catamarca Akodont, Catamarca Grass Mouse",,,DD,,3.1,2008,decreasing,N
742,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,lindberghi,"Hershkovitz, 1990",,,,,"","Lindbergh's Grass Mouse, Lindbergh's Akodont",,,DD,,3.1,2008,unknown,N
753,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,lutescens,"J.A. Allen, 1901",,,,,Akodon puer  ,"Altiplano Grass Mouse, Altiplano Akodont",,,LC,,3.1,2008,stable,N
746,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,mimus,"(Thomas, 1901)",,,,,"","Thespian Grass Mouse, Hocicudo-like Akodont",,,LC,,3.1,2008,stable,N
747,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,molinae,"Contreras, 1968",,,,,"","Molina's Grass Mouse, Molina's Akodont",,,LC,,3.1,2008,decreasing,N
748,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,mollis,"Thomas, 1894",,,,,"","Soft Grass Mouse, Soft-furred Akodont",,,LC,,3.1,2008,stable,N
136197,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,montensis,"Thomas, 1913",,,,,"","Montane Akodont, Montane Grass Mouse",,,LC,,3.1,2008,decreasing,N
136260,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,mystax,"Hershkovitz, 1998",,,,,"","Caparaó Akodont, Caparaó Grass Mouse",,,DD,,3.1,2008,decreasing,N
749,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,neocenus,"Thomas, 1919",,,,,"","Neuquén Akodont, Neuquen Grass Mouse",,,DD,,3.1,2008,unknown,N
136408,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,oenos,"Braun, Mares & Ojeda, 2000",,,,,"","Monte Akodont, Mendoza Grass Mouse",,,DD,,3.1,2008,decreasing,N
752,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,orophilus,"Osgood, 1913",,,,,"","El Dorado Grass Mouse, Utcubamba Akodont",,,LC,,3.1,2008,stable,N
136483,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,paranaensis,"Christoff, Fagundes, Sbalqueiro, Mattevi & Yonenaga-Yassuda, 2000",,,,,"","Paraná Akodont, Paraná Grass Mouse",,,LC,,3.1,2008,unknown,N
136676,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,pervalens,"Thomas, 1925",,,,,"","Tarija Akodont, Tarija Grass Mouse",,,DD,,3.1,2008,unknown,N
136753,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,philipmyersi,"Pardiñas, D'Elia, Cirignoli & Suarez, 2005",,,,,"",,,,DD,,3.1,2008,unknown,N
136693,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,reigi,"González, Langguth & Oliveira, 1998",,,,,"","Reig's Akodont, Reig's Grass Mouse",,,LC,,3.1,2008,stable,N
755,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,sanctipaulensis,"Hershkovitz, 1990",,,,,"","Sao Paulo Grass Mouse, São Paulo Akodont",,,DD,,3.1,2008,unknown,N
756,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,serrensis,"Thomas, 1902",,,,,"","Serrado Do Mar Grass Mouse, Serrado Mar Akodont, Serrado Mar Grass Mouse",,,LC,,3.1,2008,unknown,N
757,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,siberiae,"Myers & Patton, 1989",,,,,"","Cochabamba Grass Mouse, Cochabamba Akodont",,,NT,,3.1,2008,decreasing,N
758,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,simulator,"Thomas, 1916",,,,,"","Gray-bellied Grass Mouse, White-throated Akodont",,,LC,,3.1,2008,stable,N
759,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,spegazzinii,"Thomas, 1897",,,,,"","Spegazzini's Grass Mouse, Spegazzini's Akodont",,,LC,,3.1,2008,stable,N
760,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,subfuscus,"Osgood, 1944",,,,,"","Puno Grass Mouse, Puno Akodont",,,LC,,3.1,2008,stable,N
761,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,surdus,"Thomas, 1917",,,,,"","Silent Grass Mouse, Slate-bellied Akodont",,,VU,"B1ab(i,ii,iii)",3.1,2008,decreasing,N
762,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,sylvanus,"Thomas, 1921",,,,,"","Forest Grass Mouse, Woodland Akodont",,,LC,,3.1,2008,stable,N
763,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,toba,"Thomas, 1921",,,,,"","Chaco Grass Mouse, Toba Akodont",,,LC,,3.1,2008,stable,N
764,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,torques,"(Thomas, 1917)",,,,,"","Cloud Forest Grass Mouse, Cloud Forest Akodont",,,LC,,3.1,2008,stable,N
766,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,varius,"Thomas, 1902",,,,,"","Variable Grass Mouse, Variable Akodont",,,DD,,3.1,2008,unknown,N
